instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cluster,PCA1,PCA2,KMeans,Isol,Grubbs
533,16/06/2012,2,1,6,FALSE,6,FALSE,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,1,-0.762078069,-1.453071192,0,0,0
534,17/06/2012,2,1,6,FALSE,0,FALSE,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,1,-0.627411301,-0.968639835,0,0,0
535,18/06/2012,2,1,6,FALSE,1,TRUE,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,0,-0.29602828,0.467888146,0,0,0
536,19/06/2012,2,1,6,FALSE,2,TRUE,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,1,-0.968506346,-0.744785483,0,0,0
537,20/06/2012,2,1,6,FALSE,3,TRUE,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,1,-1.147048524,-0.988371301,0,0,0
538,21/06/2012,3,1,6,FALSE,4,TRUE,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,1,-1.37450077,-0.888663746,0,0,0
539,22/06/2012,3,1,6,FALSE,5,TRUE,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,1,-1.184032154,-0.948943341,0,0,0
540,23/06/2012,3,1,6,FALSE,6,FALSE,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,1,-1.158761013,-1.242520613,0,0,0
541,24/06/2012,3,1,6,FALSE,0,FALSE,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,1,-1.148541687,-1.232957888,0,0,0
542,25/06/2012,3,1,6,FALSE,1,TRUE,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,1,-0.888064119,-1.334634389,0,0,0
543,26/06/2012,3,1,6,FALSE,2,TRUE,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,1,-0.63357663,-1.814747674,0,0,0
544,27/06/2012,3,1,6,FALSE,3,TRUE,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,1,-0.903935409,-1.783979482,0,0,0
545,28/06/2012,3,1,6,FALSE,4,TRUE,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,1,-1.155694587,-1.446028897,0,0,0
546,29/06/2012,3,1,6,FALSE,5,TRUE,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,1,-1.312628954,-1.179713073,0,0,0
547,30/06/2012,3,1,6,FALSE,6,FALSE,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,1,-1.085567869,-0.853561179,0,0,0
548,1/7/2012,3,1,7,FALSE,0,FALSE,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,1,-1.233970984,-0.997273412,0,0,0
549,2/7/2012,3,1,7,FALSE,1,TRUE,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,1,-1.179689754,-1.260483158,0,0,0
550,3/7/2012,3,1,7,FALSE,2,TRUE,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,1,-1.362685745,-1.083089378,0,0,0
551,4/7/2012,3,1,7,TRUE,3,FALSE,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,1,-1.374990813,-1.134039542,0,0,0
552,5/7/2012,3,1,7,FALSE,4,TRUE,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,1,-1.359516626,-1.306610852,0,0,0
553,6/7/2012,3,1,7,FALSE,5,TRUE,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,1,-1.414589145,-1.25932774,0,0,0
554,7/7/2012,3,1,7,FALSE,6,FALSE,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,1,-1.31153593,-1.103753303,0,0,0
555,8/7/2012,3,1,7,FALSE,0,FALSE,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,1,-1.28297605,-0.69656478,0,0,0
556,9/7/2012,3,1,7,FALSE,1,TRUE,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,1,-1.077486877,0.165319285,0,0,0
557,10/7/2012,3,1,7,FALSE,2,TRUE,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,1,-1.113593819,0.173744479,0,0,0
558,11/7/2012,3,1,7,FALSE,3,TRUE,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,1,-1.285352334,-0.739898813,0,0,0
559,12/7/2012,3,1,7,FALSE,4,TRUE,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,1,-1.283650007,-1.068668428,0,0,0
560,13/07/2012,3,1,7,FALSE,5,TRUE,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,1,-1.336413619,-0.422355198,0,0,0
561,14/07/2012,3,1,7,FALSE,6,FALSE,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,1,-1.166632492,0.122389121,0,0,0
562,15/07/2012,3,1,7,FALSE,0,FALSE,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,1,-1.208161123,-0.420614565,0,0,0
563,16/07/2012,3,1,7,FALSE,1,TRUE,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,1,-1.396451982,-0.702604414,0,0,0
564,17/07/2012,3,1,7,FALSE,2,TRUE,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,1,-1.543738578,-1.075436198,0,0,0
565,18/07/2012,3,1,7,FALSE,3,TRUE,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,1,-1.346365002,-0.782847356,0,0,0
566,19/07/2012,3,1,7,FALSE,4,TRUE,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,1,-1.34754634,-0.84292576,0,0,0
567,20/07/2012,3,1,7,FALSE,5,TRUE,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,0,-0.887198697,0.656387217,0,0,0
568,21/07/2012,3,1,7,FALSE,6,FALSE,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,0,-0.367885922,1.570072264,0,0,0
569,22/07/2012,3,1,7,FALSE,0,FALSE,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,1,-1.187281106,0.437854461,0,0,0
570,23/07/2012,3,1,7,FALSE,1,TRUE,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,1,-1.386052945,-0.512391838,0,0,0
571,24/07/2012,3,1,7,FALSE,2,TRUE,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,1,-1.384936836,-0.828050626,0,0,0
572,25/07/2012,3,1,7,FALSE,3,TRUE,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,1,-1.327976985,-1.399179665,0,0,0
573,26/07/2012,3,1,7,FALSE,4,TRUE,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,1,-1.249903017,-1.077643435,0,0,0
574,27/07/2012,3,1,7,FALSE,5,TRUE,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,1,-1.457067319,-0.89975954,0,0,0
575,28/07/2012,3,1,7,FALSE,6,FALSE,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,1,-1.285113262,-0.855299147,0,0,0
576,29/07/2012,3,1,7,FALSE,0,FALSE,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,1,-1.143072546,-0.738271681,0,0,0
577,30/07/2012,3,1,7,FALSE,1,TRUE,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,1,-1.347484416,-0.618153711,0,0,0
578,31/07/2012,3,1,7,FALSE,2,TRUE,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,1,-1.299945964,-0.540547554,0,0,0
579,1/8/2012,3,1,8,FALSE,3,TRUE,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,1,-1.444169985,-0.569881388,0,0,0
580,2/8/2012,3,1,8,FALSE,4,TRUE,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,1,-1.531258564,-0.611533932,0,0,0
581,3/8/2012,3,1,8,FALSE,5,TRUE,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,1,-1.34523254,-0.103832494,0,0,0
582,4/8/2012,3,1,8,FALSE,6,FALSE,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,1,-1.347160234,-0.992890712,0,0,0
583,5/8/2012,3,1,8,FALSE,0,FALSE,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,1,-1.048704519,-0.69114736,0,0,0
584,6/8/2012,3,1,8,FALSE,1,TRUE,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,1,-1.408914383,0.137209171,0,0,0
585,7/8/2012,3,1,8,FALSE,2,TRUE,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,1,-1.440360958,0.272590377,0,0,0
586,8/8/2012,3,1,8,FALSE,3,TRUE,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,1,-1.511505119,0.141825342,0,0,0
587,9/8/2012,3,1,8,FALSE,4,TRUE,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,1,-1.470382658,-0.767568801,0,0,0
588,10/8/2012,3,1,8,FALSE,5,TRUE,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,1,-0.994772378,0.269537121,0,0,0
589,11/8/2012,3,1,8,FALSE,6,FALSE,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,1,-0.989448599,0.281150784,0,0,0
590,12/8/2012,3,1,8,FALSE,0,FALSE,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,1,-1.156892192,-0.84771245,0,0,0
591,13/08/2012,3,1,8,FALSE,1,TRUE,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,1,-1.29713073,-0.847699536,0,0,0
592,14/08/2012,3,1,8,FALSE,2,TRUE,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,1,-1.326262235,-0.494432247,0,0,0
593,15/08/2012,3,1,8,FALSE,3,TRUE,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,1,-1.30910391,-0.747360838,0,0,0
594,16/08/2012,3,1,8,FALSE,4,TRUE,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,1,-1.366882612,-1.043454171,0,0,0
595,17/08/2012,3,1,8,FALSE,5,TRUE,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,1,-0.525538739,-0.822878507,0,0,0
596,18/08/2012,3,1,8,FALSE,6,FALSE,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,1,-1.217547929,-0.914254262,0,0,0
597,19/08/2012,3,1,8,FALSE,0,FALSE,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,0,-0.777153495,0.700474853,0,0,0
598,20/08/2012,3,1,8,FALSE,1,TRUE,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,0,-1.021364159,0.51611226,0,0,0
599,21/08/2012,3,1,8,FALSE,2,TRUE,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,1,-1.261139306,-0.347888667,0,0,0
600,22/08/2012,3,1,8,FALSE,3,TRUE,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,1,-1.378297573,-0.402349965,0,0,0
601,23/08/2012,3,1,8,FALSE,4,TRUE,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,1,-1.459725804,-0.616550097,0,0,0
602,24/08/2012,3,1,8,FALSE,5,TRUE,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,1,-1.390912429,0.046126498,0,0,0
603,25/08/2012,3,1,8,FALSE,6,FALSE,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,1,-0.814671908,0.212222486,0,0,0
604,26/08/2012,3,1,8,FALSE,0,FALSE,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,0,-0.720895505,0.794995257,0,0,0
605,27/08/2012,3,1,8,FALSE,1,TRUE,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,1,-1.350401354,-0.289467385,0,0,0
606,28/08/2012,3,1,8,FALSE,2,TRUE,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,1,-1.284706661,-0.746507794,0,0,0
607,29/08/2012,3,1,8,FALSE,3,TRUE,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,1,-1.353692326,-0.879657287,0,0,0
608,30/08/2012,3,1,8,FALSE,4,TRUE,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,1,-1.487266458,-0.742981435,0,0,0
609,31/08/2012,3,1,8,FALSE,5,TRUE,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,1,-1.444866943,-0.900633159,0,0,0
610,1/9/2012,3,1,9,FALSE,6,FALSE,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,1,-1.319297001,0.180112024,0,0,0
611,2/9/2012,3,1,9,FALSE,0,FALSE,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,0,-1.235645175,0.922601701,0,0,0
612,3/9/2012,3,1,9,TRUE,1,FALSE,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,1,-1.141115091,-0.053904881,0,0,0
613,4/9/2012,3,1,9,FALSE,2,TRUE,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,1,-1.331782217,-0.342696526,0,0,0
614,5/9/2012,3,1,9,FALSE,3,TRUE,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,1,-1.487329247,-0.361414374,0,0,0
615,6/9/2012,3,1,9,FALSE,4,TRUE,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,0,-1.237750332,0.73831653,0,0,0
616,7/9/2012,3,1,9,FALSE,5,TRUE,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,1,-1.434398841,-0.383383363,0,0,0
617,8/9/2012,3,1,9,FALSE,6,FALSE,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,0,-0.821770452,0.48769751,0,0,0
618,9/9/2012,3,1,9,FALSE,0,FALSE,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,1,-1.046161046,-1.006718537,0,0,0
619,10/9/2012,3,1,9,FALSE,1,TRUE,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,1,-0.876103828,-1.064598384,0,0,0
620,11/9/2012,3,1,9,FALSE,2,TRUE,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,1,-1.143979238,-0.795001784,0,0,0
621,12/9/2012,3,1,9,FALSE,3,TRUE,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,1,-1.180096903,-0.726920012,0,0,0
622,13/09/2012,3,1,9,FALSE,4,TRUE,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,1,-1.308057571,-0.49076794,0,0,0
623,14/09/2012,3,1,9,FALSE,5,TRUE,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,1,-1.373947836,-0.467918393,0,0,0
624,15/09/2012,3,1,9,FALSE,6,FALSE,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,1,-1.082663867,-1.302023001,0,0,1
625,16/09/2012,3,1,9,FALSE,0,FALSE,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,1,-1.072603951,-0.620730926,0,0,0
626,17/09/2012,3,1,9,FALSE,1,TRUE,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0,-0.937621186,0.553515568,0,0,0
627,18/09/2012,3,1,9,FALSE,2,TRUE,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0,-0.395538359,0.915063852,0,0,0
628,19/09/2012,3,1,9,FALSE,3,TRUE,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,1,-0.884237396,-0.910467842,0,0,0
629,20/09/2012,3,1,9,FALSE,4,TRUE,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,1,-1.062934954,-0.544605722,0,0,0
630,21/09/2012,3,1,9,FALSE,5,TRUE,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,1,-1.231143917,-0.550018259,0,0,0
631,22/09/2012,3,1,9,FALSE,6,FALSE,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,1,-1.144973543,-0.925089634,0,0,0
632,23/09/2012,4,1,9,FALSE,0,FALSE,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,1,-0.955430047,-0.969462362,0,0,0
633,24/09/2012,4,1,9,FALSE,1,TRUE,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,1,-1.030813961,-0.677659474,0,0,0
634,25/09/2012,4,1,9,FALSE,2,TRUE,1,0.55,0.544179,0.57,0.236321,845,6693,7538,1,-1.055361779,-0.649601809,0,0,0
635,26/09/2012,4,1,9,FALSE,3,TRUE,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,1,-1.304751378,-0.572658804,0,0,0
636,27/09/2012,4,1,9,FALSE,4,TRUE,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,1,-1.410632016,0.487888359,0,0,0
637,28/09/2012,4,1,9,FALSE,5,TRUE,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,1,-1.289947966,0.447206976,0,0,0
638,29/09/2012,4,1,9,FALSE,6,FALSE,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,1,-1.119815588,-0.906267634,0,0,1
639,30/09/2012,4,1,9,FALSE,0,FALSE,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,1,-0.997009474,-0.382908811,0,0,0
640,1/10/2012,4,1,10,FALSE,1,TRUE,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0,-1.081043739,0.692622495,0,0,0
641,2/10/2012,4,1,10,FALSE,2,TRUE,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0,-0.937801328,2.206543454,1,1,0
642,3/10/2012,4,1,10,FALSE,3,TRUE,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0,-1.626755523,0.951357966,1,1,0
643,4/10/2012,4,1,10,FALSE,4,TRUE,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0,-1.505550831,0.678038441,1,0,0
644,5/10/2012,4,1,10,FALSE,5,TRUE,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,1,-1.573215771,-0.360889695,0,0,0
645,6/10/2012,4,1,10,FALSE,6,FALSE,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,1,-1.114099801,-0.490320307,0,0,0
646,7/10/2012,4,1,10,FALSE,0,FALSE,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0,-0.242626358,1.196136938,0,0,0
647,8/10/2012,4,1,10,TRUE,1,FALSE,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0,-0.226959096,0.901004432,0,0,0
648,9/10/2012,4,1,10,FALSE,2,TRUE,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0,-0.699297089,0.960212694,0,0,0
649,10/10/2012,4,1,10,FALSE,3,TRUE,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,1,-1.112063619,-0.32878648,0,0,0
650,11/10/2012,4,1,10,FALSE,4,TRUE,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,1,-0.80843727,-0.7462377,0,0,0
651,12/10/2012,4,1,10,FALSE,5,TRUE,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,1,-0.729383597,-0.588187708,0,0,0
652,13/10/2012,4,1,10,FALSE,6,FALSE,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,1,-0.645023873,-0.582543527,0,0,0
653,14/10/2012,4,1,10,FALSE,0,FALSE,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,1,-0.800047198,-0.334608834,0,0,0
654,15/10/2012,4,1,10,FALSE,1,TRUE,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,0,-0.776749015,0.622192316,0,0,0
655,16/10/2012,4,1,10,FALSE,2,TRUE,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,1,-0.932291877,-0.467488449,0,0,0
656,17/10/2012,4,1,10,FALSE,3,TRUE,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,1,-1.067482091,0.054158914,0,0,0
657,18/10/2012,4,1,10,FALSE,4,TRUE,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,0,-0.99912354,0.585485771,0,0,0
658,19/10/2012,4,1,10,FALSE,5,TRUE,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,0,-1.017618921,1.182918043,0,0,0
659,20/10/2012,4,1,10,FALSE,6,FALSE,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,1,-1.114030458,-0.486914121,0,0,0
660,21/10/2012,4,1,10,FALSE,0,FALSE,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,1,-0.775084716,-0.520541792,0,0,0
661,22/10/2012,4,1,10,FALSE,1,TRUE,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,1,-1.087838188,-0.23800802,0,0,0
662,23/10/2012,4,1,10,FALSE,2,TRUE,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,1,-1.313614324,-0.142013179,0,0,0
663,24/10/2012,4,1,10,FALSE,3,TRUE,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,1,-1.486326007,-0.190291021,0,0,0
664,25/10/2012,4,1,10,FALSE,4,TRUE,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,0,-1.247445882,0.965649389,0,0,0
665,26/10/2012,4,1,10,FALSE,5,TRUE,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0,-1.234506446,0.956212011,0,0,0
666,27/10/2012,4,1,10,FALSE,6,FALSE,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,0,-1.013758262,0.456799618,0,0,0
667,28/10/2012,4,1,10,FALSE,0,FALSE,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,0,-0.138881457,0.617590125,0,0,0
668,29/10/2012,4,1,10,FALSE,1,TRUE,3,0.44,0.4394,0.88,0.3582,2,20,22,0,0.442560679,2.463375271,0,1,1
669,30/10/2012,4,1,10,FALSE,2,TRUE,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,0,0.402901694,1.794085775,0,0,0
670,31/10/2012,4,1,10,FALSE,3,TRUE,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,0,-0.335931041,0.864068339,0,0,0
671,1/11/2012,4,1,11,FALSE,4,TRUE,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,0,-0.454430522,0.632023221,0,0,0
672,2/11/2012,4,1,11,FALSE,5,TRUE,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,1,-0.294941306,-0.397435048,0,0,0
673,3/11/2012,4,1,11,FALSE,6,FALSE,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,0,0.018192925,0.251485779,0,0,0
674,4/11/2012,4,1,11,FALSE,0,FALSE,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,1,-0.184947838,-0.112011065,0,0,0
675,5/11/2012,4,1,11,FALSE,1,TRUE,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,1,-0.109993344,-0.288087983,0,0,0
676,6/11/2012,4,1,11,FALSE,2,TRUE,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,1,-0.195567196,-0.011864578,0,0,0
677,7/11/2012,4,1,11,FALSE,3,TRUE,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,0,0.167933203,0.491756346,0,0,0
678,8/11/2012,4,1,11,FALSE,4,TRUE,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,1,0.006012534,-0.995762047,0,0,0
679,9/11/2012,4,1,11,FALSE,5,TRUE,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,1,-0.408789834,-0.282401892,0,0,0
680,10/11/2012,4,1,11,FALSE,6,FALSE,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,1,-0.817232452,0.122321771,0,0,0
681,11/11/2012,4,1,11,FALSE,0,FALSE,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,1,-0.832696239,0.069104145,0,0,0
682,12/11/2012,4,1,11,TRUE,1,FALSE,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,1,-0.797443254,0.219915326,0,0,0
683,13/11/2012,4,1,11,FALSE,2,TRUE,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,0,0.157658661,0.846980743,0,0,0
684,14/11/2012,4,1,11,FALSE,3,TRUE,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,1,-0.139417241,-0.089690344,0,0,0
685,15/11/2012,4,1,11,FALSE,4,TRUE,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,0,-0.267337508,0.847183186,0,0,0
686,16/11/2012,4,1,11,FALSE,5,TRUE,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,1,-0.392178085,-0.221584044,0,0,0
687,17/11/2012,4,1,11,FALSE,6,FALSE,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,1,-0.268495866,-0.202830292,0,0,0
688,18/11/2012,4,1,11,FALSE,0,FALSE,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,0,-0.15578609,0.319516243,0,0,0
689,19/11/2012,4,1,11,FALSE,1,TRUE,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0,-0.311332572,0.715969781,0,0,0
690,20/11/2012,4,1,11,FALSE,2,TRUE,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,0,-0.587386717,1.101762419,0,0,0
691,21/11/2012,4,1,11,FALSE,3,TRUE,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,1,-0.493998818,0.21534058,0,0,0
692,22/11/2012,4,1,11,TRUE,4,FALSE,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,0,-0.00338637,0.425489612,0,0,0
693,23/11/2012,4,1,11,FALSE,5,TRUE,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,1,-0.294669406,0.115385782,0,0,0
694,24/11/2012,4,1,11,FALSE,6,FALSE,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,2,0.724948514,-0.497582264,0,0,0
695,25/11/2012,4,1,11,FALSE,0,FALSE,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,2,0.384694005,0.097133333,0,0,0
696,26/11/2012,4,1,11,FALSE,1,TRUE,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,1,-0.434810812,0.129207128,0,0,0
697,27/11/2012,4,1,11,FALSE,2,TRUE,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,0,0.109039176,1.419813204,0,0,0
698,28/11/2012,4,1,11,FALSE,3,TRUE,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,1,-0.097044531,-0.221315737,0,0,0
699,29/11/2012,4,1,11,FALSE,4,TRUE,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,1,-0.264579619,0.051924767,0,0,0
700,30/11/2012,4,1,11,FALSE,5,TRUE,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,0,-0.504635569,0.346185651,0,0,0
701,1/12/2012,4,1,12,FALSE,6,FALSE,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,0,-0.415291269,1.575295933,0,0,0
702,2/12/2012,4,1,12,FALSE,0,FALSE,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,0,-0.37540802,1.618910753,0,0,0
703,3/12/2012,4,1,12,FALSE,1,TRUE,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,0,-1.071360769,0.590578295,0,0,0
704,4/12/2012,4,1,12,FALSE,2,TRUE,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,1,-1.025845044,0.285807177,0,0,0
705,5/12/2012,4,1,12,FALSE,3,TRUE,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,1,-0.462803888,-0.553141216,0,0,0
706,6/12/2012,4,1,12,FALSE,4,TRUE,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,1,-0.114450759,-0.087585545,0,0,0
707,7/12/2012,4,1,12,FALSE,5,TRUE,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,0,-0.353660458,1.405214242,0,0,0
708,8/12/2012,4,1,12,FALSE,6,FALSE,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,0,-0.684932551,1.711795099,0,0,0
